🕘️更新时间,#genre#
重庆卫视,http://39.152.103.17:8089/tsfile/live/1048_1.m3u8
东方卫视,http://23.237.228.134/live3/dongfang.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,http://keke.kandiantv.cn/migu720p.php?id=651632648
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://183.220.107.138:4022/rtp/239.11.0.68:5140
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
东方卫视,http://m.061899.xyz/mg/dfws
东南卫视,http://23.237.228.134/live6/dongnan.m3u8
东南卫视,http://38.75.136.137:98/gslb/dsdqca/dnwshd.m3u8?auth=test20251009
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://keke.kandiantv.cn/migu720p.php?id=849116810
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
东南卫视,http://m.061899.xyz/mg/dnws
东南卫视,http://j.s.bkpcp.top/jj/dnws
东南卫视,http://39.152.103.17:8089/tsfile/live/1081_1.m3u8
甘肃卫视,http://23.237.228.134/live8/gansu.m3u8
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://m.061899.xyz/mg/gsws
甘肃卫视,http://j.s.bkpcp.top/jj/gsws
甘肃卫视,http://218.17.33.178:53290/tsfile/live/0141_1.m3u8
甘肃卫视,rtsp://10.15.250.13/PLTV/88888888/224/3221226457/iptv8889102159.smil
甘肃卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230176/527111724.smil?rrsip=125.88.104.40
广西卫视,rtmp://live.gxrb.com.cn/hls/a23
广西卫视,http://23.237.228.134/live6/guangxi.m3u8
广西卫视,http://38.75.136.137:98/gslb/dsdqca/gxwshd.m3u8?auth=test20251009
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
广西卫视,http://m.061899.xyz/mg/gxws
广西卫视,http://j.s.bkpcp.top/jj/gxws
广西卫视,http://39.152.103.17:8089/tsfile/live/1077_1.m3u8
广西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9neHdzLm0zdTg=
贵州卫视,http://23.237.228.134/live6/guizhou.m3u8
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
贵州卫视,http://m.061899.xyz/mg/gzws
贵州卫视,http://j.s.bkpcp.top/jj/gzws
贵州卫视,http://39.152.103.17:8089/tsfile/live/1041_1.m3u8
贵州卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTYvaW5kZXgubTN1OA==
贵州卫视,http://sun135790.x3322.net:9901/tsfile/live/16039_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://23.237.228.134/live6/hainan.m3u8
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://keke.kandiantv.cn/migu720p.php?id=947472502
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
海南卫视,http://m.061899.xyz/mg/hinws
海南卫视,http://j.s.bkpcp.top/jj/hinws
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
海南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDIvaW5kZXgubTN1OA==
河北卫视,http://23.237.228.134/live8/hebei.m3u8
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://183.220.107.138:4022/rtp/239.11.0.31:5140
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河北卫视,http://m.061899.xyz/mg/hbws
河北卫视,http://j.s.bkpcp.top/jj/hbws
河北卫视,http://39.152.103.17:8089/tsfile/live/1079_1.m3u8
河南卫视,http://23.237.228.134/live6/henan.m3u8
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://keke.kandiantv.cn/migu720p.php?id=790187291
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
河南卫视,http://m.061899.xyz/mg/hnws
河南卫视,http://j.s.bkpcp.top/jj/hnws
吉林卫视,http://23.237.228.134/live8/jilin.m3u8
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://keke.kandiantv.cn/migu720p.php?id=947472500
吉林卫视,http://183.220.107.138:4022/rtp/239.11.0.35:5140
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
吉林卫视,http://m.061899.xyz/mg/jlws
吉林卫视,http://go.bkpcp.top/mg/jlws
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4
江苏卫视,http://23.237.228.134/live3/jiangsu.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqca/jswshd.m3u8?auth=test20251009
江苏卫视,http://69.30.246.194/live/jsws.m3u8
江苏卫视,http://keke.kandiantv.cn/migu720p.php?id=623899368
江苏卫视,http://183.220.107.138:4022/rtp/239.11.0.76:5140
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
江苏卫视,http://m.061899.xyz/mg/jsws
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://keke.kandiantv.cn/migu720p.php?id=783847495
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
江西卫视,http://m.061899.xyz/mg/jxws
江西卫视,http://j.s.bkpcp.top/jj/jxws
江西卫视,http://39.152.103.17:8089/tsfile/live/1078_1.m3u8
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqca/lnwshd.m3u8?auth=test20251009
辽宁卫视,http://keke.kandiantv.cn/migu720p.php?id=630291707
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
辽宁卫视,http://go.bkpcp.top/mg/lnws
辽宁卫视,http://j.s.bkpcp.top/jj/lnws
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
辽宁卫视,http://218.17.33.178:53290/tsfile/live/0121_1.m3u8?key=txiptv
内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,http://go.bkpcp.top/mg/nmgws
内蒙古卫视,http://j.s.bkpcp.top/jj/nmgws
内蒙古卫视,http://218.17.33.178:53290/tsfile/live/0109_1.m3u8?key=txiptv
内蒙古卫视,http://shuangyashan.coccc.online:65000/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,rtsp://10.15.250.13/PLTV/88888888/224/0/3221226104/000000000vfq.smil
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
宁夏卫视,http://183.220.107.138:4022/rtp/239.11.0.57:5140
宁夏卫视,http://m.061899.xyz/mg/nxws
宁夏卫视,http://go.bkpcp.top/mg/nxws
宁夏卫视,http://j.s.bkpcp.top/jj/nxws
宁夏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9saW54d3MubTN1OA==
宁夏卫视,http://shuangyashan.coccc.online:65000/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://shijiazhuangjingshi-b.synology.me:8092/hls/45/index.m3u8
青海卫视,http://23.237.228.134/live8/shandong.m3u8
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8
青海卫视,http://keke.kandiantv.cn/migu720p.php?id=947472506
青海卫视,http://60.13.52.236:65500/newlive/live/hls/44/live.m3u8
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
青海卫视,http://m.061899.xyz/mg/qhws
青海卫视,http://go.bkpcp.top/mg/qhws
山东卫视,http://23.237.228.134/live8/shandong.m3u8
山东卫视,http://38.75.136.137:98/gslb/dsdqca/sdwshd.m3u8?auth=test20251009
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://183.220.107.138:4022/rtp/239.11.0.73:5140
山东卫视,http://60.13.52.236:65500/newlive/live/hls/27/live.m3u8
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
山东卫视,http://m.061899.xyz/mg/sdws
山东卫视,http://j.s.bkpcp.top/jj/sdws
山西卫视,http://23.237.228.134/live8/shanxiws.m3u8
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
山西卫视,http://60.13.52.236:65500/newlive/live/hls/47/live.m3u8
山西卫视,http://go.bkpcp.top/mg/sxiws
山西卫视,http://j.s.bkpcp.top/jj/sxiws
山西卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9zeHdzLm0zdTg=
山西卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227110/10000100000000060000000000937735_0.smil?rrsip=125.88.104.40
陕西卫视,http://23.237.228.134/live8/shanxiws.m3u8
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8
陕西卫视,http://keke.kandiantv.cn/migu720p.php?id=738910838
陕西卫视,http://183.220.107.138:4022/rtp/239.11.0.54:5140
陕西卫视,http://60.13.52.236:65500/newlive/live/hls/38/live.m3u8
陕西卫视,http://m.061899.xyz/mg/sxws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
四川卫视,http://23.237.228.134/live6/sichuan.m3u8
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8
四川卫视,http://183.220.107.138:4022/rtp/239.11.0.78:5140
四川卫视,http://60.13.52.236:65500/newlive/live/hls/36/live.m3u8
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
四川卫视,http://m.061899.xyz/mg/scws
四川卫视,http://go.bkpcp.top/mg/scws
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
深圳卫视,http://60.13.52.236:65500/newlive/live/hls/24/live.m3u8
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
深圳卫视,http://m.061899.xyz/mg/szws
深圳卫视,http://j.s.bkpcp.top/jj/szws
深圳卫视,http://39.152.103.17:8089/tsfile/live/1049_1.m3u8
深圳卫视,http://183.57.249.119:8183/tsfile/live/0126_1.m3u8
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
三沙卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230306/571071008.smil?rrsip=125.88.104.40
三沙卫视,rtsp://10.15.250.13/PLTV/88888888/224/3221226947/456532401.smil
天津卫视,http://23.237.228.134/live8/tianjing.m3u8
天津卫视,http://38.75.136.137:98/gslb/dsdqca/tjwshd.m3u8?auth=test20251009
天津卫视,http://183.220.107.138:4022/rtp/239.11.0.123:5140
天津卫视,http://60.13.52.236:65500/newlive/live/hls/28/live.m3u8
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
天津卫视,http://m.061899.xyz/mg/tjws
天津卫视,http://go.bkpcp.top/mg/tjws
天津卫视,http://j.s.bkpcp.top/jj/tjws
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8
西藏卫视,http://183.220.107.138:4022/rtp/239.11.0.53:5140
西藏卫视,http://60.13.52.236:65500/newlive/live/hls/45/live.m3u8
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8
新疆卫视,http://183.220.107.138:4022/rtp/239.11.0.58:5140
新疆卫视,http://m.061899.xyz/mg/xjws
新疆卫视,http://go.bkpcp.top/mg/xjws
新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8
新疆卫视,http://218.17.33.178:53290/tsfile/live/0110_1.m3u8?key=txiptv
新疆卫视,http://shuangyashan.coccc.online:65000/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://23.237.228.134/live8/yunnan.m3u8
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
云南卫视,http://183.220.107.138:4022/rtp/239.11.0.52:5140
云南卫视,http://60.13.52.236:65500/newlive/live/hls/43/live.m3u8
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
云南卫视,http://go.bkpcp.top/mg/ynws
云南卫视,http://j.s.bkpcp.top/jj/ynws
云南卫视,http://39.152.103.17:8089/tsfile/live/1083_1.m3u8
